category,market_slug,event_slug,condition_id,title,resolution,status,open_time,close_time,settlement_ts,volume
Financials,zora-airdrop-by-june-30,airdrops-by-june-30,0xf48be63101ee0cd489056ad0a060db62cfac7b7c7195de68da583e5bc31b2b8d,Zora airdrop by June 30?,No,closed,2024-04-10T20:14:47Z,2024-06-30T12:00:00Z,2024-07-01T07:59:29Z,20262.3
Financials,jumper-airdrop-by-june-30,airdrops-by-june-30,0xea904a384e044e734312e0d1516411abd43610f3ef2780dbcfb1a0b129738a23,Jumper airdrop by June 30?,No,closed,2024-04-10T20:13:28Z,2024-06-30T12:00:00Z,2024-07-01T08:23:50Z,31307.7
Financials,pumpfun-airdrop-by-june-30,airdrops-by-june-30,0xd113d00ae0209e781c43ce3df1874209e7c822c6fd243d38055b34ca768beb3e,pump.fun airdrop by June 30?,No,closed,2024-04-10T20:12:57Z,2024-06-30T12:00:00Z,2024-07-01T10:14:04Z,22155.5
Financials,astaria-airdrop-by-june-30,airdrops-by-june-30,0x59f854e43201c71a2b945fa2f3557570bc66df2fa7981e7072cc88a32c67579a,Astaria airdrop by June 30?,No,closed,2024-04-10T20:10:00Z,2024-06-30T12:00:00Z,2024-07-01T07:15:02Z,7738.24
Financials,argent-airdrop-by-june-30,airdrops-by-june-30,0xfed62d33fa012396100eab34767a163aeac916f034878c54995f0401314eadda,Argent airdrop by June 30?,No,closed,2024-04-10T20:09:21Z,2024-06-30T12:00:00Z,2024-07-01T07:34:56Z,50973.5
Financials,vaneck-tweet-retardio-in-april,vaneck-tweet-retardio-in-april,0x8ca4d3827a3f0114227186df9d19e8208d8c6985cfbb42a075278b558ce06ceb,"VanEck tweet ""retardio"" in April?",No,closed,2024-04-10T15:58:08Z,2024-04-30T12:00:00Z,2024-05-01T06:41:37Z,50273.5
Financials,kucoin-insolvent-before-may,kucoin-insolvent-before-may,0xad626f80b3750a1195bc39a6147ec2799b22909d70839da5298e82f150902cff,KuCoin Insolvent before May?,No,closed,2024-03-26T19:58:24Z,2024-04-30T12:00:00Z,2024-05-01T06:20:21Z,9439.2
Financials,will-godzilla-x-kong-the-new-empire-gross-more-than-60m-opening-weekend,godzilla-x-kong-the-new-empire,0x7b40c4dbee8d91daad898ae9921df0bd6384e826f89694ac49baf3b0d386ab61,Will 'Godzilla x Kong: The New Empire' gross more than $65m opening weekend?,Yes,closed,2024-03-25T14:58:29Z,2024-03-31T12:00:00Z,2024-04-02T02:42:43Z,24436.2
Financials,will-godzilla-x-kong-the-new-empire-gross-between-57.5m-65m-opening-weekend,godzilla-x-kong-the-new-empire,0xb75cf1a8cb5ed28d435a2b38762d4c7a0b73e80bfa0e815841dcad94bd70a581,Will 'Godzilla x Kong: The New Empire' gross between $57.5m-65m opening weekend?,No,closed,2024-03-25T14:58:16Z,2024-03-31T12:00:00Z,2024-04-02T02:42:53Z,9045.16
Financials,will-godzilla-x-kong-the-new-empire-gross-between-50m-55m-opening-weekend,godzilla-x-kong-the-new-empire,0x578658f07e541640c9eebb4fdc61c2a19ba0c031ba5133c4cddd13a1cd41c57c,Will 'Godzilla x Kong: The New Empire' gross between $50m-57.5m opening weekend?,No,closed,2024-03-25T14:58:09Z,2024-03-31T12:00:00Z,2024-04-02T02:42:39Z,13068.3
